,category,ttc
239,影劇、展覽,  新北 市立 圖書館 三芝 分館     NUM   月 電影 爆米花 內容   新北 市立 圖書館 三芝 分館     NUM   月 電影 爆米花   播映 時間   每週日 下午   NUM       NUM     播映 地點   新北 市立 圖書館 三芝 分館     NUM   樓 團體 視聽室   新北市 三芝 區淡金路 一段   NUM   號   聯絡 電話     NUM       NUM       NUM       NUM     放映 日期   電影 名稱   分級   片長     NUM       NUM     日   哆拉   ENG   夢   大雄 秘密 道具 博物館   護     NUM   分   日本   劇情     NUM       NUM     日   垃圾 男孩   輔     NUM   分   英國   劇情     NUM       NUM     日   冰雪 奇緣   普     NUM   分   美國   劇情     NUM       NUM     日   變調 青春   輔     NUM   分   瑞典   劇情     NUM       NUM     日   英雄 天團   普     NUM   分   美國   劇情   動畫 卡通片   歡迎 闔家 蒞臨 觀賞   
240,影劇、展覽,  新北 市立 圖書館 石門 分館     NUM   月 電影 爆米花 內容   新北 市立 圖書館 石門 分館     NUM   月 電影 爆米花   播映 時間   每周日 下午   NUM       NUM     播映 地點   新北 市立 圖書館 石門 分館   親子 讀區   新北市 石門 區 中央 路   NUM       NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     播映 日期   電影 名稱   分級   片長     NUM       NUM     日   神偷 奶爸   NUM     護     NUM   分   美國   劇情     NUM       NUM     日   老師 流浪 貓   普     NUM   分   日本   劇情     NUM       NUM     日   鳥事 一籮筐   輔     NUM   分   美國   劇情     NUM       NUM     日   生命 有限公司   輔     NUM   分   美國   劇情     NUM       NUM     日     ENG     護     NUM   分   台灣   劇情   動畫 卡通片   歡迎 闔家 蒞臨 觀賞   
241,影劇、展覽,  新北 市立 圖書館 金山 分館     NUM   月 電影 爆米花 內容   新北 市立 圖書館 金山 分館     NUM   月 電影 爆米花   播映 時間   每週日 下午   NUM       NUM     播映 地點   新北 市立 圖書館 金山 分館     NUM   樓 團體 視聽 區   新北市 金山區 龜子山   NUM   號   聯絡 電話     NUM       NUM       NUM     分機     NUM     播映 日期   電影 名稱   分級   片長     NUM       NUM     日   哆   ENG   夢   大雄 秘密 道具 博物館   護     NUM   分   日本   劇情     NUM       NUM     日   破風   護     NUM   分   台灣   劇情     NUM       NUM     日   小 醫師 玩偶   羊羊 好 朋友   普     NUM   分   美國   劇情     NUM       NUM     日   阿依達   普     NUM   分   義大利   劇情     NUM       NUM     日   木偶 幻險記   普     NUM   分   美國   劇情 類   動畫 卡通片   歡迎 闔家 蒞臨 觀賞   
242,影劇、展覽,  新北 市立 圖書館 萬里 分館     NUM   月 電影 爆米花 內容   新北 市立 圖書館 萬里 分館     NUM   月 電影 爆米花   播映 時間   每週日 下午   NUM       NUM     播映 地點   新北 市立 圖書館 萬里 分館   閱覽室   新北市 萬里 區 瑪 鋉 路   NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     分機     NUM     播映 日期   電影 名稱   分級   片長     NUM       NUM     日   配合 學學 測   提供 溫書 需求   停播 一次     NUM       NUM     日   冠軍 狗   普     NUM   分   美國   劇情     NUM       NUM     日   愛的 專屬 司機   普     NUM   分   印度   劇情     NUM       NUM     日   史努比   普     NUM   分   美國   劇情     NUM       NUM     日   救火 英雄   護     NUM   分   香港   劇情   動畫 卡通片   歡迎 闔家 蒞臨 觀賞   
243,影劇、展覽,  新北 市立 圖書館 板橋 分館     NUM   月 電影 爆米花 內容   館名   新北 市立 圖書館 板橋 分館   地址   板橋 區 文化路   NUM   段   NUM   號   電話     NUM       NUM     時間     NUM       NUM       NUM       NUM     日   特務 大臨演   輔     NUM   分   劇情   美國     NUM       NUM     日     NUM   毀滅   輔     NUM   分   劇情   美國     NUM       NUM     日   人生 讚   護     NUM   分   劇情   台灣     NUM       NUM     日   葉問     NUM     輔     NUM   分   劇情   台灣     NUM       NUM     日   關鍵 救援   巴士   NUM     輔     NUM   分   劇情   美國   動畫片 
244,影劇、展覽,  新北 市立 圖書館 板橋 四維 分館     NUM   月 電影 爆米花 內容   館名   新北 市立 圖書館 板橋 四維 分館   地址   板橋 區 陽明 街   NUM   號   電話     NUM       NUM     時間     NUM       NUM       NUM       NUM     日   美人魚   護     NUM   分   劇情片   中國 大陸   香港     NUM       NUM     日   打獵 季節 狼人 要來   普     NUM   分   動畫片   美國     NUM       NUM     日   兔麻吉   普     NUM   分   劇情片   荷蘭     NUM       NUM     日   特工 爺爺   輔     NUM   分   劇情片   香港   中國 大陸     NUM       NUM     日   冰毒   輔     NUM   分   劇情片   臺灣   動畫 卡通片   依各館 現場 公告 為準   本館 保有 修改 權利 
245,影劇、展覽,  新北 市立 圖書館 新店 分館     NUM   年   NUM   月 電影 爆米花 內容   時間     NUM       NUM       NUM       NUM     日   泳別 青春   謢     NUM   分     NUM       NUM     日   愛   一生 相伴   謢     NUM   分     NUM       NUM     日   危機 女王   謢     NUM   分     NUM       NUM     日   獵戶座 散場 電影   謢     NUM   分     NUM       NUM     日   小 公主 蘇菲亞   艾薇 公主 魔咒   普     NUM   分 
246,文藝,  ENG   大戲院 成果   江宗傑 導演 系列 作品 內容   江宗傑   生於 中壢   畢業 世新 大學 廣電 系 電影 組   現為 影像 工作者   作品 獲得 國內外 影展 大賽 獎項   歡迎 昇平 戲院 欣賞 江宗傑 導演 短片 作品   心碎 秘方   門   黑手   油車 口   
247,影劇、展覽,  汐止 茄 苳 分館     NUM   月 統一 超商 館外 書展 內容   使 新北 市立 圖書館 館藏 資料 得以 充分利用   發揮 圖書館 使用 效益   特與 統一 超商 異業 合作 館外 書展   共同 推廣 閱讀   
248,影劇、展覽,  新北 市立 圖書館 貢寮 分館     NUM   月 主題 書展   巧思 料理 篇 內容   貢寮 分館     NUM   月 主題 書展   巧思 料理 篇   展示 期間     NUM   月   NUM   日     NUM   月   NUM   日   展示 地點   新北市 貢寮 區 仁愛路   NUM   號     NUM   樓 書展 區   洽詢 電話     NUM       NUM     書展 內容   展示 料理 書籍   教 填飽 肚子 方便性 之外   增加 創意 巧思   還教 加入 自已 喜愛 新興 料理   作出 屬於 創意 料理   供 家人   朋友 品嚐   
249,影劇、展覽,  新北 市立 圖書館 貢寮 分館     NUM   月 兒童 主題 書展   童話 悅讀 內容   貢寮 分館     NUM   月 兒童 主題 書展   童話 悅讀   展示 期間     NUM   月   NUM   日     NUM   月   NUM   日   展示 地點   新北市 貢寮 區 仁愛路   NUM   號     NUM   樓 書展 區   洽詢 電話     NUM       NUM     書展 內容   展示 故事 童書 構成 要素   人物   情節   場景   透過 角色   場景   情節   內容 分析 討論   內容 教導 孩童 親情   友情   誠實 可貴   培養 孩童 正確 做人 處事 觀念 拓展 孩童 視野   
250,影劇、展覽,  新北 市立 圖書館 淡水 分館     NUM   月   性別 平等   幸福 升   主題 書展 內容   性別 平等   幸福 升   主題 書展   時間     NUM       NUM       NUM       NUM     地點   淡水 分館   NUM   樓 圖書室   淡水區 文化路   NUM   號   電話     NUM       NUM       NUM   分機   NUM     簡介   兩性關係 教育   一門 科學   一門 教導 兩性 身心 發展 互動關係 學科   本月 書展 探討 兩性 生理 發展   心理 發展   生涯 發展   人際溝通   友情 關係   愛情 關係   婚姻 婚姻 諮商   性行 性 教育   同性戀   性騷擾   兩性 平等 教育 議題   
251,影劇、展覽,  新北 市立 圖書館 石門 分館     NUM   月 主題 書展   異界 旅 內容   新北 市立 圖書館 石門 分館     NUM   月 主題 書展   異界 旅   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 石門 分館   書展 區   新北市 石門 區 中央 路   NUM       NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     書展 簡介   陰風 陣陣 透心涼   夏季 消暑   精選 中西方 靈異 文學   炎炎夏日 一頭 鑽進 神秘 詭譎 異 世界   享受 恐懼 好奇 快感 包圍   沉浸 不寒而慄 奇妙 感受 之中   不用 開 冷氣 消暑   書展 展示 期間 歡迎 借閱 
252,影劇、展覽,  新北 市立 圖書館 板橋 四維 分館     NUM   年   NUM   月   兒童 英文 繪本 大特 搜   主題 書展 內容   活動 名稱   兒童 英文 繪本 大特 搜   主題 書展   時間     NUM       NUM       NUM       NUM     週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   地點     NUM   樓 展示區 
253,影劇、展覽,  新北 市立 圖書館 三芝 分館     NUM   月 主題 書展     拍   即得 內容   新北 市立 圖書館 三芝 分館     NUM   月 主題 書展     拍   即得   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 三芝 分館   書展 區   新北市 三芝 區淡金路 一段   NUM   號   聯絡 電話     NUM       NUM       NUM       NUM     書展 簡介   照片 記錄 生活 感動 時   知道 調整 白平衡   曝光     ENG     光圈 快門 設定   利用 光線 構圖 拍 令人 印象 深刻 寫真   小小的 生活 片刻 裡   新鮮 角度 重新 凝視   捕捉 屬於 美好 瞬間   本館 挑 一系列 拍照 攝影 書   下 快門 瞬間   看到 美好 永恆   書展 展示 期間 歡迎 借閱 
254,休閒,  新北 市立 圖書館 石門 分館   珍愛 父親   借書 送 好禮 內容   新北 市立 圖書館 石門 分館   珍愛 父親   借書 送 好禮   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 石門 分館   櫃台   新北市 石門 區 中央 路   NUM       NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     活動 簡介   凡於 父親節 節慶 活動 期間   借滿   NUM   本書   贈送 一份 父親節 貼心 小 禮物   
255,影劇、展覽,  新北 市立 圖書館 石門 分館   暑期 兒童 主題 書展   彩繪 手作   繪本 花園 內容   新北 市立 圖書館 石門 分館   暑期 兒童 主題 書展   彩繪 手作   繪本 花園   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 石門 分館   書展 區   新北市 石門 區 中央 路   NUM       NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     書展 簡介   配合 繪本 暑期 活動   展示 課程 相關 書單   學生 課堂 發揮 創意   亦 課後 學習 充實   書展 展示 期間 歡迎 借閱 
256,休閒,  三重 東區 分館     NUM   年   NUM   月 主題 書展   金庸 古龍 武俠 世界   內容   時間     NUM   年   NUM   月   NUM   日至   NUM   月   NUM   日   週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     簡介   說 武俠   提 金庸 大師 古龍 大師   青春 之中   二位 大師 作品   佔有 份量   閱讀 年齡層   涵蓋     中   青 三個 世代   小說 世界 中 高潮迭起 劇情   不可思議   奇遇 好運氣   天馬行空 想像   滿足 人 現狀   確定 未來 想像     武俠 世界 說 依附 現實 超越   現實 世界   人性 愛恨 情仇   神奇 不可思議 際   遇   伸張正義   快意 恩仇 主角   令 心生 嚮往   月 就讓 進入 圖書館   感受 真實 虛幻   武俠 世界   展示 書 外借   外借 歡迎 預約   活動 單位 保有 取消   變更 權利   詳情請 現場 為主   場內 禁止 飲食   
257,影劇、展覽,  蘆洲 集賢 分館     NUM   年   NUM   月 主題 書展   童話故事 繪本 精選 內容   時間     NUM   年   NUM   月   NUM   日至   NUM   月   NUM   日   週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     簡介   孩子 成長 花   適當 教育 環境 培養 心靈 智慧 知識   吸取 養分   人生 花朵 開 燦爛   閱讀 中 獲取 最直   接 方式   選擇 內容豐富 有趣   激勵 人性 童話 繪本     滿足 孩子 閱讀 需求   更能 開拓 心靈 世界   開啟 智慧   鑰匙   活動 單位 保有 取消   變更 權利   詳情請 現場 為主   免費入場   無須 報名   場內 禁止 飲食   
258,影劇、展覽,  新北 市立 圖書館 板橋 國光 圖書 閱覽室     NUM   年   NUM   月   性別 平等   主題 書展 內容   活動 名稱   性別 平等   主題 書展   時間     NUM       NUM       NUM       NUM     週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   地點     NUM   樓 展示區 
259,文藝,  新北 市立 圖書館 板橋 分館     NUM   月 天天 好書 交換 活動 內容   館名   新北 市立 圖書館 板橋 分館   地址   文化路   NUM   段   NUM   號   電話     NUM       NUM     時間   週二   週六     NUM       NUM       NUM       NUM     週日   週一     NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   收   換書 時間   開館 時間 閉館 前   NUM   分鐘   收   換書 方式   一律   NUM   本換   NUM     需集點   當次 未 全數 換到 喜歡 書   可將 未 交換 書 帶回去   捐贈 圖書館 做 好書 交換 漂書 之用   收書 原則     NUM     註 記 版權 資訊   保存 完好 無 破損   污損 塗鴉 情形 皆 交換     NUM     凡 中小學 教科書   各級 學校 升學 參考書   考試 用書   各類 宣傳品   含 政令 宣導 品   宗教 善印 經書   地圖 資料   連續性 出版 品   期刊雜誌   小冊子   舊 書商 出租 書店 汰 舊 書籍   機關 學校 藏書 報銷 報廢 資料   碟片   錄音帶 錄影帶   恕 交換     NUM     電腦   法律   旅遊 書籍 需   NUM   年內 出版者 收     NUM     凡 違反 法令   善良 風俗 盜印   盜版   盜錄   盜 拷 圖書資料   本館 認定 不宜 交換 皆 不收     NUM     民眾 提供 交換 圖書資料   本館 擁有 處理權   
260,文藝,  蘆洲 長安 分館     NUM   年   NUM   月   父親節 主題 書展   爸爸   內容   時間     NUM   年   NUM   月   NUM   日至   NUM   年   NUM   月   NUM   日   週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     國定假日 清館 日   每月 最後 一個 星期四   對外開放   簡介   小時候 阿爸 出遠門   回家 夜晚   總是 期待 阿爸 手提箱 拿出 禮物   長大 後 明白   阿爸 手提箱 裝的 囝 仔 愛   父親 心中 最 珍貴 禮物   長安 分館 精選 一系列   父親   故事 繪本   伴 一起 度過 溫馨 佳節 時光   活動 單位 保有 取消   變更 權利   詳情請 現場 為主   免費入場   無須 報名   禁止 飲食   
261,休閒,  新北 市立 圖書館 板橋 國光 圖書 閱覽室     NUM   年   NUM   月 天天 好書 交換 活動 內容   館名   新北 市立 圖書館 板橋 國光 圖書 閱覽室   地址   中正路   NUM   巷   NUM   號   NUM   樓   電話     NUM       NUM     時間   週二   週六     NUM       NUM       NUM       NUM     週日   週一     NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   收   換書 時間   開館 時間 閉館 前   NUM   分鐘   收   換書 方式   一律   NUM   本換   NUM     需集點   當次 未 全數 換到 喜歡 書   可將 未 交換 書 帶回去   捐贈 圖書館 做 好書 交換 漂書 之用   收書 原則     NUM     註 記 版權 資訊   保存 完好 無 破損   污損 塗鴉 情形 皆 交換     NUM     凡 中小學 教科書   各級 學校 升學 參考書   考試 用書   各類 宣傳品   含 政令 宣導 品   宗教 善印 經書   地圖 資料   連續性 出版 品   期刊雜誌   小冊子   舊 書商 出租 書店 汰 舊 書籍   機關 學校 藏書 報銷 報廢 資料   碟片   錄音帶 錄影帶   恕 交換     NUM     電腦   法律   旅遊 書籍 需   NUM   年內 出版者 收     NUM     凡 違反 法令   善良 風俗 盜印   盜版   盜錄   盜 拷 圖書資料   本館 認定 不宜 交換 皆 不收     NUM     民眾 提供 交換 圖書資料   本館 擁有 處理權   
262,影劇、展覽,  三重 五常 分館     NUM   月 主題 書展   幸福 味 內容   時間     NUM   年   NUM   月   NUM   日至   NUM   年   NUM   月   NUM   日   週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     簡介   每個 人 覺得 幸福   快樂 味道   妳 幸福 味道   看看 書本 裡的 幸福 味   活動 單位 保有 取消   變更 權利   詳情請 現場 為主   免費入場   無須 報名   場內 禁止 飲食   
263,影劇、展覽,  汐止 分館     NUM   月 聯合 主題 書展   性別 平等   內容   先天 生理 後天 社會 期待 差異   造就 當今社會 性別 認知   新北 市立 圖書館 汐止 分館   汐止 大同 分館   汐止 長安 分館   汐止 茄 苳 分館   汐止 江北 分館 舉辦 聯合 主題 書展   推廣 性別 平等 教育   破除 傳統 別刻 版 印象   增進 性別   平等     尊重   觀念 知識   
264,影劇、展覽,  新北 市立 圖書館 板橋 分館     NUM   年   NUM   月   性別 平等   主題 書展 內容   活動 名稱   性別 平等   主題 書展   時間     NUM       NUM       NUM       NUM     週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   地點     NUM   樓 展示區 
265,影劇、展覽,  新北 市立 圖書館 新莊 裕民 分館     NUM   年   NUM   月 主題 書展   鐵人 環島   ENG       ENG       ENG   內容   新北 市立 圖書館 新莊 裕民 分館     NUM   年   NUM   月 主題 書展   鐵人 環島   ENG       ENG       ENG     主題     NUM   月 主題 書展   鐵人 環島   ENG       ENG       ENG     內容   實現 環島 單車 夢並 不難   上路   你會 愛上 旅行 方式   全程   NUM       NUM   公里 旅途     NUM     Ｃ 陽光 曬 暖   用百 公釐 雨量 豐沛 心靈   眺望 海洋   綠色 稻 海相 輝映   有苦   有累   新奇   盼望   這是 金錢 也換 不來   教是 教 家庭 限制   通通 都融 一次 完整 單車 環島 挑戰 裡   展期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   開館 時間   地點   新北 市立 圖書館 新莊 裕民 分館     NUM   樓 書展 區   新北市 新莊 區 裕民 街   NUM   號   NUM       NUM   樓   洽詢 電話     NUM       NUM   
266,影劇、展覽,  新北 市立 圖書館 新店 分館   關係 書房 書展 書展 內容   人 人 之間 關係   關係 中 相處 永遠 課題   探討   
267,影劇、展覽,  新北 市立 圖書館 板橋 分館     NUM   年   NUM   月   食譜 大全   主題 書展 內容   活動 名稱   食譜 大全   主題 書展   時間     NUM       NUM       NUM       NUM     週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   地點     NUM   樓 展示區 
268,影劇、展覽,  新北 市立 圖書館 淡水 竹圍 分館     NUM   月   兩性 相處 不可 誤踩 地雷   主題 書展 內容   兩性 相處 不可 誤踩 地雷   主題 書展   時間     NUM       NUM       NUM       NUM     地點   淡水 竹圍 分館   NUM   樓 圖書室   淡水區 民生路   NUM   號   電話     NUM       NUM       NUM     簡介   每個 人 人知 禁區   有人 小心 逾越 安全 距離   憤怒   同樣 小心 誤闖 禁區 時   抱憾終生     請 記住     此次 書展 展出 兩性 相處 相關 書籍   希望 保持 生活 愉快   
269,影劇、展覽,  新北 市立 圖書館 新莊 中港 分館     NUM   年   NUM   月 主題 書展   愛上 旅行 趴 趴 走 內容   新北 市立 圖書館 新莊 中港 分館     NUM   年   NUM   月 主題 書展   愛上 旅行 趴 趴 走   主題     NUM   月 主題 書展   愛上 旅行 趴 趴 走   內容   準備 規畫 下半年 旅遊 路線   一書 在手   市區 一路 玩 離島   精打細算   深度 解析   最少 預算   得到 最大 快樂   輕輕鬆鬆 玩   展期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   開館 時間   地點   新北 市立 圖書館 新莊 中港 分館     NUM   樓 書展 區   新北市 新莊 區 中港 路   NUM   號   NUM       NUM   樓   洽詢 電話     NUM       NUM   
270,影劇、展覽,  新北 市立 圖書館 新莊 聯合 分館     NUM   年   NUM   月 主題 書展   國外 好玩 內容   新北 市立 圖書館 新莊 聯合 分館     NUM   年   NUM   月 主題 書展   國外 好玩   主題     NUM   月 主題 書展   國外 好玩   內容   假期 一個月 時間   出國   因該 無聊   書 中 看看 國家 風土 名情   未來 出國 做 打算   展期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   開館 時間   地點   新北 市立 圖書館 新莊 聯合 分館     NUM   樓 書展 區   新北市 新莊 區 自由 街   NUM   號   洽詢 電話     NUM       NUM   
271,影劇、展覽,  新北 市立 圖書館 板橋 國光 圖書 閱覽室     NUM   年   NUM   月   投資 理財 賺   主題 書展 內容   活動 名稱   投資 理財 賺   主題 書展   時間     NUM       NUM       NUM       NUM     週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   地點     NUM   樓 展示區 
272,影劇、展覽,  新北 市立 圖書館 新莊 西盛 分館     NUM   年   NUM   月 主題 書展   布布 喜歡 內容   新北 市立 圖書館 新莊 西盛 分館     NUM   年   NUM   月 主題 書展   布布 喜歡   主題     NUM   月 主題 書展   布布 喜歡   內容   徜徉 針與線 互動 裏   運用 各式各樣 拼布   喜愛 配色   嘗試 技法   利用 花色 變化 風格   享受 般的 沉浸 學習   研究   創作 作品   神奇 布布   做點 小 物品   平凡 無奇 生活   增添 許多 異想 不到 魅力   展期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   開館 時間   地點   新北 市立 圖書館 新莊 西盛 分館     NUM   樓 書展 區   新北市 新莊 區西 盛街   NUM   號   洽詢 電話     NUM       NUM   
273,影劇、展覽,  新北 市立 圖書館 板橋 四維 分館     NUM   年   NUM   月   性別 平等   主題 書展 內容   活動 名稱   性別 平等   主題 書展   時間     NUM       NUM       NUM       NUM     週二 週六   NUM       NUM       NUM       NUM     週日 週一   NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   地點     NUM   樓 展示區 
274,影劇、展覽,  新北 市立 圖書館 金山 分館     NUM   月 主題 書展   悅讀 兒童 外文 內容   新北 市立 圖書館 金山 分館     NUM   月 主題 書展   悅讀 兒童 外文   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 金山 分館     NUM   樓 書展 區   新北市 金山區 龜子山   NUM   號   聯絡 電話     NUM       NUM       NUM   分機     NUM     書展 簡介   從簡   ENG     孩子 初次 接觸 英文 時   產生 興趣   培養 語言 能力   學習 能力   本次 展 各類 英語 書籍   朋友 小朋友 輕鬆 學 英文   書展 展示 期間 歡迎 借閱 
275,影劇、展覽,  新北 市立 圖書館 新莊 分館     NUM   年   NUM   月 主題 書展   數位 學習 內容   新北 市立 圖書館 新莊 分館     NUM   年   NUM   月 主題 書展   數位 學習   主題     NUM   月 主題 書展   數位 學習   內容   數位 學習 享受 網路 帶來 便利 多樣性 服務   隨時 親友   ENG   聊天     ENG   分享 生活 點滴     ENG   搜尋   查 地圖   線上 掛號 線 訂票 常見 網路 生活 應用   本館 展示 適合 樂齡 長者 數位 學習 書籍   歡迎 到館 翻閱 快樂 數位 學習   拉近 親友 間 距離   展期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   開館 時間   地點   新北 市立 圖書館 新莊 分館     NUM   樓 書展 區   新北市 新莊 區 中華路 一段   NUM   號   NUM       NUM   樓   洽詢 電話     NUM       NUM   
276,休閒,  新北 市立 圖書館 板橋 四維 分館     NUM   年   NUM   月 天天 好書 交換 活動 內容   館名   新北 市立 圖書館 板橋 四維 分館   地址   新北市 板橋 區 陽明 街   NUM   號   電話     NUM       NUM     時間   週二   週六     NUM       NUM       NUM       NUM     週日   週一     NUM       NUM       NUM       NUM     每月 最後 一週 週四 清館 日   清館 日 休館   對外開放   收   換書 時間   開館 時間 閉館 前   NUM   分鐘   收   換書 方式   一律   NUM   本換   NUM     需集點   當次 未 全數 換到 喜歡 書   可將 未 交換 書 帶回去   捐贈 圖書館 做 好書 交換 漂書 之用   收書 原則     NUM     註 記 版權 資訊   保存 完好 無 破損   污損 塗鴉 情形 皆 交換     NUM     凡 中小學 教科書   各級 學校 升學 參考書   考試 用書   各類 宣傳品   含 政令 宣導 品   宗教 善印 經書   地圖 資料   連續性 出版 品   期刊雜誌   小冊子   舊 書商 出租 書店 汰 舊 書籍   機關 學校 藏書 報銷 報廢 資料   碟片   錄音帶 錄影帶   恕 交換     NUM     電腦   法律   旅遊 書籍 需   NUM   年內 出版者 收     NUM     凡 違反 法令   善良 風俗 盜印   盜版   盜錄   盜 拷 圖書資料   本館 認定 不宜 交換 皆 不收     NUM     民眾 提供 交換 圖書資料   本館 擁有 處理權   
277,影劇、展覽,  新北 市立 圖書館 新莊 福營 分館     NUM   年   NUM   月 主題 書展   超人 爸爸 內容   新北 市立 圖書館 新莊 福營 分館     NUM   年   NUM   月 主題 書展   超人 爸爸   主題     NUM   月 主題 書展   超人 爸爸   內容   爸爸 外頭 永遠   超人   忙於 工作   應酬   在家 卻 太和 孩子 互動   未能 親子 相處 爸爸   現在 面臨 改變   爸爸 孩子 慢慢 長大   努力 展現出 想成 好 爸爸 成長 過程   開放 心態 接受 爸爸 新 角色   學習 了解 孩子   陪伴 孩子 面臨 困頓   清楚 教導 孩子   深度 交流   一個 父親 勝過 百位 老師   展期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   開館 時間   地點   新北 市立 圖書館 新莊 福營 分館     NUM   樓 書展 區   新北市 新莊 區 四維路   NUM   號   洽詢 電話     NUM       NUM   
278,影劇、展覽,  新北 市立 圖書館 石碇 分館     NUM   月份 書展   親愛 爸 主題 書展   內容   每個 小朋友 心中 爸爸   勇敢   很酷   可愛   爸爸   分享 每個 小朋友 心中 爸爸 唷   
279,影劇、展覽,  汐止 大同 分館     NUM   月 聯合 主題 書展   性別 平等   內容   先天 生理 後天 社會 期待 差異   造就 當今社會 性別 認知   新北 市立 圖書館 汐止 分館   汐止 大同 分館   汐止 長安 分館   汐止 茄 苳 分館   汐止 江北 分館 舉辦 聯合 主題 書展   推廣 性別 平等 教育   破除 傳統 別刻 版 印象   增進 性別   平等     尊重   觀念 知識   
280,影劇、展覽,  汐止 茄 苳 分館     NUM   月 聯合 主題 書展   性別 平等   內容   先天 生理 後天 社會 期待 差異   造就 當今社會 性別 認知   新北 市立 圖書館 汐止 分館   汐止 大同 分館   汐止 長安 分館   汐止 茄 苳 分館   汐止 江北 分館 舉辦 聯合 主題 書展   推廣 性別 平等 教育   破除 傳統 別刻 版 印象   增進 性別   平等     尊重   觀念 知識   
281,影劇、展覽,  新北 市立 圖書館 雙溪 分館     NUM   年   NUM   月 天天 好書 交換 內容     NUM   月 天天 好書 交換   換書 時間   週一 周日 開館 時間 皆   收書 原則   凡 保存 清潔 完好 無污 破損 塗鴉 情形 未 違反 著作權法 合法 取得 圖書 皆 交換   惟 電腦   法律   地圖 類圖書 需   NUM   年內 出版   收 原則   各級 學校 教科書   升學 參考書   考試 用書   視聽資料   廣告 宣傳性 出版 品   含 政令 宣導 品   宗教 善印 經書   租 書店 圖書   連續性 出版 品   小冊子   期刊雜誌 本館 認定 不宜   列入 交換   換書 方式   採 紙本 登記   讀者 攜帶 欲 交換 圖書 服務 台洽 館員 登記   一本 選換 一本   每人 每次 限換   NUM     辦理 館別   新北 市立 圖書館 雙溪 分館   活動 日期     NUM   年   NUM     月   NUM   日     NUM   月   NUM   日   開館 時間   活動 地點   雙溪 分館   服務 台   太平路   NUM   號   NUM   樓   洽詢 電話     NUM       NUM   
282,影劇、展覽,  汐止 江北 分館     NUM   月 聯合 主題 書展   性別 平等   內容   先天 生理 後天 社會 期待 差異   造就 當今社會 性別 認知   新北 市立 圖書館 汐止 分館   汐止 大同 分館   汐止 長安 分館   汐止 茄 苳 分館   汐止 江北 分館 舉辦 聯合 主題 書展   推廣 性別 平等 教育   破除 傳統 別刻 版 印象   增進 性別   平等     尊重   觀念 知識   
